data,"label	"
Vaksinasi Covid-19 Tahap II di Pangandaran Butuh Ratusan Ribu Dosis vaksinasi vaksin,0
Sebanyak sebelas ribu pelayan Publik Guru Tokoh Agama dan Wartawan saat ini tengah menerima vaksin gelombang pertama,0
Vaksin bukan hanya untuk kepentingan pribadi melainkan kepentingan bersama mari kita dukung program vaksin,1
tidak ada alasan untuk takut vaksin karena vaksin bertujuan untuk meningkatkan imun indonesiasehat Vaksin,1
yuk bersama dukung vaksin untuk melawan covid indonesiasehat Vaksin Vaksinasi,1
vaksin tujuanya untuk meningkatkan imun dari covid mari kita dukung indonesiasehat Vaksin Vaksinasi,1
masyarakat kuat bersama dengan adanya program vaksin indonesiasehat Vaksin Vaksinasi,1
vaksin untuk melindungi masyarakat dan diri kita sendiri indonesiasehat Vaksin Vaksinasi,1
jika memiliki kepedulian mari dukung vaksin untuk orang yang tercinta indonesiasehat Vaksin Vaksinasi,1
Riset vaksin dilakukan dengan jalan yang panjang dan vaksin juga dibuat sesuai dengan kebutuhan mari kita dukung,1
vaksinasi merupakan langkah preventif yang efektif untuk melawan covid indonesiasehat Vaksin Vaksinasi,1
jangan sampai orang tercinta terkena covid dukung vaksin utuk keluarga yang sehat indonesiasehat Vaksin,1
keluarga yang sehat aware dengan kesehatan mari kita dukung vaksinasi indonesiasehat Vaksin Vaksinasi,1
program vaksin bertujuan baik agar masyarakat terbebas dari covid19 indonesiasehat Vaksin Vaksinasi,1
jangan mau kalah sama covid tetap konsisten menjalankan prokes dan mengdukungi program vaksin untuk perangi covid,1
jangan sampai kecolongan yuk kita terus menjaga kesehatan dan dukung progaram vaksinasi indonesiasehat Vaksin,1
vaksin itu tujuanya baik jangan sampai gak vaksin yah indonesiasehat Vaksin Vaksinasi,1
vaksin aman dan halal merupakan salah satu usaha kita untuk melindungi keluarga dari ancaman covid19,1
Satu suntikan untuk perlindungan diri Tak perlu takut Berusaha lebih baik dari menyerah vaksin kitajagakita,1
Vaksinasi untuk masyarakat umum akan menggunakan sistem data satu vaksinasi covid-19,0
Vaksinasi Lansia Prioritas di Bandar Lampung Khusus untuk penerima vaksin warga lansia terdata sebanyak 34592 orang,0
menuju Indonesia bebas COVID-19 vaksinasi atlet bebascovid19,1
Vaksinasi Guru Tuntas Kota Malang Siapkan Sekolah Tatap Muka Juli,0
Banyak negara termasuk sudah mulai menerima Vaksin COVID19 Semoga proses vaksinasi lancar dan berhasil,1
khawatir tentang pemberian vaksin ini,2
ASN Wanita Pingsan Setelah Divaksin Covid-19 Sempat Alami Muntah dan Pusing vaksinasi,2
Target Vaksinasi Tahap II Kota Batu Tuntas Awal Maret,0
Pemerintah mulai melakukan vaksinasi Covid-19 kepada atlet pelatih dan tenaga pendukung pada hari ini Jumat 26,0
Wartawan Pringsewu masuk dalam prioritas vaksinasi tahap ke II oleh Dinas Kesehatan Kabupaten Pringsewu,0
Saya sudah di vaksin covid-19,1
Wakil Presiden Ma ruf Amin menyatakan pemerintah saat ini masih menyusun regulasi tentang pelaksanaan vaksin covid,0
semoga kita semua bisa segera mendapatkan giliran untuk vaksinasi Covid-19,1
Ribuan Perusahaan Swasta Daftar Vaksinasi Mandiri perusahaan swasta vaksinasi mandiri,0
Vaksin AMAN dan HALAL,1
Sebagaian masyarakat bertanya-tanya orang sudah divaksin justru malah kena covid-19 Vaksin,2
ayo sedulur semua putus Covid-19 dengan disiplin 5M vaksinasi vaksinasicovid19,1
"DUKUNG VAKSINASI NASIONAL COVID 19 UNTUK KESEHATAN IMUNITAS MASYARAKAT vaksinasi vaksinasicovid19
",1
SIAP DIVAKSIN PATUH 5M MERUPAKAN KUNCI AGAR TERBEBAS PANDEMI VIRUS COVID-19 vaksinasi vaksinasicovid19,1
VAKSINASI COVID-19 JADI HARAPAN MEMULIHKAN BISNIS MEDIA vaksinasi vaksinasicovid19,1
jangan sampai lengah covid angkanya belum berkurang mari kita selalu disiplin prokes dan dukung program vaksinasi,1
jangan sampai kecolongan yuk kita terus menjaga kesehatan dan dukung progaram vaksinasi indonesiasehat Vaksin,1
vaksin itu tujuanya baik jangan sampai gak vaksin yah indonesiasehat Vaksin Vaksinasi,1
vaksin aman dan halal merupakan salah satu usaha kita untuk melindungi keluarga dari ancaman covid19,1
mari kita tangkal covid dengan vaksinasi indonesiasehat Vaksin Vaksinasi,1
Jangan Patah semangat pertahankan prokes dan dukung program vaksin sebagai upaya melawan corona indonesiasehat,1
vaksin itu bukan obat melainkan membuat tubuh kita lebih kuat menghadapi covid19 mari kita dukung vaksinasi,1
vaksinasi langkah terbaik dalam menghadapi covid 19 mari dukung vaksinasi indonesiasehat Vaksin Vaksinasi,1
Vaksin yang ada di Indonesia sudah diperiksa terlebih dahulu sebelum digunakan mari kita dukung vaksin,1
vaksin itu sangat baik karena bisa membuat tubuh kita lebih kuat dari covid19 indonesiasehat Vaksin Vaksinasi,1
60 Karyawan UIN Maliki Malang Mulai Vaksinasi Covid-19 Perdana infoUINmaliki vaksinasi,0
masih ragu - ragu untuk menerima vaksin,2
Aku sudah vaksin Alhamdulillah lancar,1
KEBUT VAKSINASI KEBUT PEMULIHAN EKONOMI vaksin covid19,1
Mari sukseskan vaksinasi covid agar anak2 sudah bisa segera sekolah bertatap muka,1
Vaksinasi penting dilakukan untuk menghadapi panderni dengan melaksanakan vaksinasi maka tubuh kita akan membentuk imun,1
Presiden Jokowi yakin peran ulama mengajak masyarakat agar mau divaksin akan signifikan Ulama NU Vaksin,0
Komersialisasi Vaksin rbayar ini ibarat ruang bas asap rokok sekali ada ngerokok rusak semuanya vaksin ,2
Stok terbatas dan tingginya permintaan maka harga akan meroket vaksin,2
Vaksinasi Covid Berjalan Masif Rakyat Indonesia Patut Bersyukur Vaksin vaksincovid19 Vaksinasi Nasional,1
vaksin itu bukan hanya untuk anak muda tetapi orangtua mari kita sayang orangtua dengan iut vaksinasi,1
vaksin merupakan ikhtiar kita dalam melawan covid mari kita support indonesiasehat Vaksin Vaksinasi,1
vaksin teruji ampuh dalam menghadapi covid mari kita dukung vaksin indonesiasehat Vaksin Vaksinasi,1
mari kita dukung Tenaga kesehatan Indonesia dengan ikuti protokol kesehatan dan mendukung program vaksinasi,1
Pemkot Bogor melakukan vaksinasi Covid-19 tahap kedua mulai Senin 1 Maret 2021,0
Vaksin yang diberikan kepada tenaga kesehatan terbukti menurunkan tingkat infeksi di berbagai provinsi vaksinasi,1
Dukung pelaksanaan vaksinasi mandiri Vaksin VaksinasiCovid19 VaksinUntukRakyatIndonesia,1
Akhirnya divaksin sinovac covid 19 vaksin,1
Menkes Telat Vaksin Ratusan Ribu Nyawa Terancam Mati Kena Corona KemenkesRI Vaksin vaksincovid19 Corona,0
Sejak bulan lalu sudah daftarkan vaksin utk para staf dan karyawan selanjutnya menunggu dan hingga hari ini masih menunggu vaksin,1
Dukung pelaksanaan vaksinasi Nasional Covid19 VirusCorona SocialDistancing PhysicalDistancing,1
vaksinasi sudah dilakukan diberbagai macam negara di dunia,0
Yuk Indonesia Bisa melawan Covid 19 mari sukseskan program vaksinasi untuk indonesia sehat Vaksinasi,1
Bangsa yang hebat masayarakatnya sehat mari kita dukung program vaksinasi Vaksinasi indonesiasehat Vaksin,1
Vaksinasi sangat penting mengingat vaksin bertujuan untuk meningkatkan imun kita Vaksinasi indonesiasehat Vaksin,1
Bill Gates yang telah melakukan vaksin kedua seminggu yang lalu,0
Varian Covid-19 terus bermunculan yang membuat vaksin yang ada saat ini mengalami penurunan,0
Divaksin Covid Alhamdulillah Mudah-mudahan Sehat,1
Pelaksanaan program vaksinasi COVID-19 gratis tidak ada biaya apapun,0
Dinas Kesehatan Dinkes Kota Bandar Lampung merencanakan untuk memulai vaksinasi pada pekan ini COVID19 Vaksin,0
semoga kita semua bisa segera mendapatkan giliran untuk vaksinasi Covid-19,1
Dalam rangkaian kunjungan kerja di DIY Presiden jokowi meninjau jalannya proses vaksinasi massal di Pasar Beringh,0
Isu vaksin berbayar adalah korupsi,2
Tujuan utama dari program vaksin gotong royong adalah untuk menanggulangi covid-19,2
Vaksinasi masal terbukti menurunkan angka penularan virus covid19,1
sudah di vaksin kita tetap harus disiplin melaksanakan Protokol Kesehatan,1
Herd Immunity putus Penyebaran Covid 19 dengan vaksin,1
Puluhan wakil rakyat tampak antusias hadir pada penyuntikan vaksin Sinovac yang dilaksanakan di Balai Kota Bandung,1
Vaksin yang ada di Indonesia sudah diperiksa terlebih dahulu sebelum digunakan mari kita dukung vaksin,1
yuk kita bangun semngat membangun kebersamaan dng kompak menjalankan prokes dan dukung vaksin Vaksinasi,1
Takut Efek Samping Pedagang Pasar Induk Rau Serang Tolak Vaksin Covid-19,2
"sudah 1 tahun kita hidup di tengah pandemi Syukurnya sekarang ada titik cerah berkat vaksin yg mulai didistribusikan
",1
Jadi vaksin COVID-19 ini penting buat seluruh generasi,1
Vaksin COVID-19 diwajibkan untuk Haji 2021,0
banyuwangi siap di vaksin,1
vaksin covid-19 aman dan halal,1
masyarakat kuat dan sehat karena vaksinasi,1
Astaghfirullah Habis vaksin covid anak saya yang masih balita dan masih ASI full ikutan demam,2
Alhamdulillah hari ni dapat pertolongan untuk daftar vaksin,1
Seorang pria meninggal dunia setelah menerima vaksin Sinovac,2
vaksin teruji ampuh dalam menghadapi covid,1
terdapat banyak mitos dan fakta palsu mengenai vaksin covid-19,2
setelah vaksin dapat sesak nafas sakit kepala hebat,2
Satgas Klaim Vaksin Masih Efektif Lawan Mutasi Virus Corona,1
Akhirnya bisa divaksin setelah menunggu antrian yang begitu panjang,1
Saya sudah di vaksin,1
penipuan vaksin Covid-19 palsu oleh pihak yang tidak bertanggung jawab,2
vaksin corona covid19 aman halal,1
Pemerintah membuka peluang sekolah tatap muka seiring selesai diberikannya vaksin Covid-19 kepada tenaga pendidik,0
Bismillah untuk lebih baik vaksin vaksinaman vaksinhalal,1
tidak dianjurkan pada sertifikat vaksin covid-19 ada beberapa bentuk data pribadimu,2
Salam sehat Kami sudah divaksinasi,1
Bersyukur dapat undangan vaksinasi,1
vaksin mengandung babi haram,2
Vaksin Covid19 bisa tingkatkan sistem imun kamu dalam hadapi Covid19,1
Lansia aman corona vaksin covid19,1
aksinasi mandiri agar target vaksinasi Nasional tercapai,1
vaksin aman dan halal merupakan bentuk ikhtiar melawan covid,1
Dukung Percepatan Vaksinasi Covid-19 Bagi Lansia,1
